parcel_id,target_price,max_land_value_low,max_land_value_mid,max_land_value_high,per_unit_low,per_unit_mid,per_unit_high,assumption_set_version
08223810320000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08223810320000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08223810770000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08223810770000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08223810880000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08223810880000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08224520020000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08224520020000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08224520030000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08224520030000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08224520040000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08224520040000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08224520080000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08224520080000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08224770180000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08224770180000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520010000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520010000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520020000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520020000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520050000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520050000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520060000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520060000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520070000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520070000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520080000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520080000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520090000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520090000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08233520100000,400000,-160000.0,30000.0,170000.0,-80000.0,15000.0,85000.0,v1.0-chat2
08233520100000,500000,40000.0,230000.0,370000.0,20000.0,115000.0,185000.0,v1.0-chat2
08251770010000,400000,-60000.0,365000.0,700000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08251770010000,500000,440000.0,865000.0,1200000.0,88000.0,173000.0,240000.0,v1.0-chat2
08251770050000,400000,-192000.0,1168000.0,2240000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08251770050000,500000,1408000.0,2768000.0,3840000.0,88000.0,173000.0,240000.0,v1.0-chat2
08251770070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08251770070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08251770080000,400000,-168000.0,1022000.0,1960000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08251770080000,500000,1232000.0,2422000.0,3360000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270110000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270110000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270120000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270120000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270200000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270200000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270220000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270220000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270230000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270230000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270240000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270240000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270250000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270250000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253270260000,400000,-108000.0,657000.0,1260000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253270260000,500000,792000.0,1557000.0,2160000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253290060000,400000,-192000.0,1168000.0,2240000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253290060000,500000,1408000.0,2768000.0,3840000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253290070000,400000,-156000.0,949000.0,1820000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253290070000,500000,1144000.0,2249000.0,3120000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253290080000,400000,-192000.0,1168000.0,2240000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253290080000,500000,1408000.0,2768000.0,3840000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300010000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300010000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300020000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300020000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300030000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300030000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300040000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300040000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300050000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300050000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300060000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300060000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300080000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300080000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300090000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300090000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300100000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300100000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300110000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300110000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300120000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300120000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253300130000,400000,-108000.0,657000.0,1260000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253300130000,500000,792000.0,1557000.0,2160000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760280000,400000,-60000.0,365000.0,700000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760280000,500000,440000.0,865000.0,1200000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760300000,400000,-144000.0,876000.0,1680000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760300000,500000,1056000.0,2076000.0,2880000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760310000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760310000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760320000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760320000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760330000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760330000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760340000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760340000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760350000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760350000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760360000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760360000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760370000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760370000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760380000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760380000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760390000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760390000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760400000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760400000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760410000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760410000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760420000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760420000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760430000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760430000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760440000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760440000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760450000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760450000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760460000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760460000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760470000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760470000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760480000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760480000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760490000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760490000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760500000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760500000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760510000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760510000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760520000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760520000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760530000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760530000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760540000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760540000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760550000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760550000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760560000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760560000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760570000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760570000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253760580000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253760580000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770010000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770010000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770020000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770020000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770110000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770110000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770120000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770120000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770150000,400000,-108000.0,657000.0,1260000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770150000,500000,792000.0,1557000.0,2160000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770160000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770160000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770170000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770170000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770180000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770180000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770190000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770190000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770200000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770200000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770210000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770210000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770220000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770220000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770230000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770230000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770240000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770240000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770250000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770250000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770260000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770260000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770270000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770270000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770280000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770280000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770290000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770290000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770300000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770300000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770310000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770310000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770320000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770320000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770330000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770330000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770340000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770340000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770350000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770350000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770360000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770360000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770370000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770370000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770380000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770380000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770390000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770390000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770400000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770400000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770410000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770410000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770420000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770420000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253770430000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253770430000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780010000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780010000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780020000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780020000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780060000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780060000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780070000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780070000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780080000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780080000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780090000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780090000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780110000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780110000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780120000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780120000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780130000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780130000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780140000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780140000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780150000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780150000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780160000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780160000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
08253780170000,400000,-36000.0,219000.0,420000.0,-12000.0,73000.0,140000.0,v1.0-chat2
08253780170000,500000,264000.0,519000.0,720000.0,88000.0,173000.0,240000.0,v1.0-chat2
